descricao,interacoes,reviews,tamanho,tempo_de_analise
1132,1,1,42,242
720,0,1,2,212
720,2,1,2,8
556,2,2,38,250
720,1,1,12,3217
916,3,3,22,7040
720,1,1,20,2618
1001,0,1,5,314
720,1,1,6,3217
806,1,1,17,355
720,0,1,4,24
720,1,1,14,24
724,1,1,6,138
851,0,1,2,214
720,2,1,4,354
775,0,1,12,228
720,0,1,4,215
720,1,1,4,200
755,1,1,2,5
877,0,1,21,2994
816,0,2,379,4906
720,1,3,3,360
725,1,1,2,4
720,1,1,12,9
755,0,1,2,249
817,0,1,10,257
804,0,1,8,114
1180,0,1,3,4
720,0,1,2,216
780,0,1,4,4
785,0,1,31,306
720,0,1,20,5049
725,0,1,2,292
720,0,1,2,230
773,0,1,2,229
724,0,1,16,244
762,0,1,2,248
725,0,1,2,230
720,0,1,14,333
690,0,1,2,189
720,0,1,2,189
725,0,1,2,5
802,0,1,2,248
720,0,1,4,216
720,0,1,2,189
720,0,1,2,5
888,0,1,4,248
720,1,1,1,387
813,2,3,12,248
868,1,1,2,5
720,0,1,11,316
815,0,1,8,292
940,0,1,20,257
720,1,1,2,387
994,0,1,8,257
838,0,1,3,248
725,1,1,2,248
745,0,1,2,248
720,0,1,1,323
720,0,1,2,248
720,0,1,2,248
720,2,2,3,749
830,0,1,2,248
804,0,1,14,292
720,0,1,4,292
720,0,1,2,248
747,0,1,4,6
808,1,2,5,19
720,0,1,14,248
763,0,1,2,257
888,0,1,27,313
854,1,2,68,1651
775,4,1,26,916
720,0,1,2,190
725,1,1,6,2661
451,0,1,6,258
725,1,1,17,241
725,0,1,20,313
451,0,1,32,272
720,0,1,59,369
732,0,1,4,272
814,0,1,19,292
720,0,1,20,293
667,2,2,28,253
772,0,1,10,2993
765,0,1,2,215
889,1,1,13,161
767,2,1,16,293
845,1,1,2,242
766,1,1,2,241
979,1,6,20,612
719,0,1,10,293
720,0,1,2,293
764,0,1,2,305
725,0,1,1,306
720,0,1,2,293
720,0,1,2,293
783,1,1,11,455
798,3,1,19,1152
721,2,2,7,507
864,1,1,6,2992
758,0,1,18,375
742,8,1,4,307
753,0,1,2,306
761,0,1,2,293
720,0,1,2,293
769,0,1,9,292
720,0,1,22,370
720,0,1,2,293
720,0,1,1,322
720,1,1,4,315
818,0,1,1,306
720,0,1,19,389
810,1,1,6,306
854,0,2,68,382
720,0,1,4,306
720,1,1,2,306
824,0,1,8,313
756,0,1,6,373
800,2,1,2,386
799,2,2,9,931
720,0,1,2,306
763,1,1,4,347
720,0,1,14,306
725,0,2,6,2992
720,0,1,10,306
720,0,1,2,306
720,0,1,2,306
720,0,1,1,306
817,0,1,6,322
841,0,1,3,306
720,0,1,2,306
720,0,1,2,322
804,0,1,3,322
980,0,1,4,319
1221,1,1,1,387
744,0,1,1,306
720,0,1,2,306
720,0,1,2,306
855,0,1,21,338
725,0,1,2,320
720,0,1,2,306
879,0,1,17,366
720,0,1,21,389
720,1,2,3,374
720,1,1,2,337
720,0,1,2,306
720,0,2,4,387
720,0,1,1,127
725,1,1,2,322
852,0,1,28,389
778,0,1,2,385
609,0,1,16,351
0,0,1,3,322
787,0,2,7,387
725,0,1,2,322
720,0,1,2,322
720,0,1,2,322
720,0,1,2,322
720,1,2,18,375
720,0,2,14,351
720,0,1,32,388
877,0,1,2,351
782,0,1,2,322
720,1,9,20,650
720,0,1,2,351
718,0,1,17,365
720,1,1,16,387
868,0,1,4,322
790,0,1,2,368
720,1,1,4,5046
720,1,1,2,199
720,0,2,15,2991
720,1,1,4,4904
720,1,1,6,5046
720,0,1,2,344
720,0,1,2,344
485,4,1,63,1704
720,0,1,1,344
720,0,1,3,344
926,1,1,16,386
720,0,1,7,344
671,0,2,10,700
720,1,1,12,371
720,1,1,2,210
783,1,1,41,4
720,0,1,4,386
720,5,1,71,3215
720,3,3,80,4903
720,0,1,4,386
803,0,1,30,431
956,1,1,75,7030
720,0,1,2,386
895,0,1,8,389
789,0,1,6,717
720,0,1,2,717
720,0,2,8,381
720,1,1,58,397
655,0,1,4,394
720,1,1,4,386
797,0,1,14,430
821,0,1,1,389
812,1,1,10,5038
720,3,2,6,498
720,0,1,2,699
763,0,2,48,717
720,1,1,12,7036
611,1,1,20,2990
720,0,1,13,388
790,1,1,5,389
720,0,1,2,388
835,0,1,2,415
910,0,1,12,430
797,1,1,19,68
720,0,1,13,406
720,0,1,5,396
834,0,1,14,476
720,1,1,13,432
762,0,1,2,125
863,1,1,2,68
640,0,1,18,2991
814,0,1,6,478
609,0,1,27,7030
720,3,1,36,6432
813,0,1,12,7035
720,0,1,2,125
462,1,1,14,2251
720,3,2,14,498
783,0,1,4,318
770,1,1,9,473
720,0,2,18,6048
758,0,1,2,318
861,2,1,7,473
915,0,1,7,5044
725,0,1,2,429
875,1,1,3,216
801,1,1,28,1532
720,2,2,9,1724
720,1,1,19,445
932,0,1,10,477
725,0,1,4,475
939,1,1,20,1536
720,0,1,2,3
720,0,1,6,501
765,2,1,6,1588
767,3,1,10,1037
779,1,1,19,7034
785,1,1,36,1654
510,3,1,53,7378
720,1,1,23,473
759,1,1,16,1654
720,1,1,4,38
733,0,1,1,38
825,1,1,10,1654
606,1,1,2,39
720,4,1,10,7034
607,0,1,17,7028
1028,0,2,5,532
720,1,1,4,474
845,1,1,4,487
749,1,1,4,489
725,1,1,6,489
725,1,1,2,487
788,1,1,2,489
748,1,1,17,489
648,1,1,2,10
2,1,2,253,7048
2,1,1,2,490
453,1,1,2,10
640,1,1,14,491
725,1,1,2,491
783,1,1,2,35
720,0,1,2,357
2,1,1,14,7188
724,0,1,2,357
720,0,1,2,35
790,1,1,8,497
0,1,2,14,7048
800,0,1,2,393
720,1,1,31,516
609,1,1,28,7028
909,1,1,24,510
720,2,1,4,1612
824,0,1,2,357
720,0,1,6,392
816,0,1,1,392
808,0,1,5,392
720,1,1,8,392
720,0,1,2,357
720,1,1,3,392
720,0,1,4,392
813,0,1,51,392
794,0,1,14,392
844,0,2,132,4993
819,1,1,8,1636
781,1,2,6,580
497,1,1,40,516
741,1,1,8,1653
720,1,1,9,563
720,1,1,1,1
1113,1,1,12,2854
720,0,1,4,392
720,1,1,2,392
609,1,1,19,7027
725,0,1,2,392
720,1,1,25,1670
725,0,1,8,392
720,1,1,5,523
1329,1,1,13,523
720,0,1,2,392
749,0,1,6,4934
720,0,1,26,402
720,1,1,2,392
720,0,1,3,392
720,0,1,2,696
740,0,2,2,696
911,1,1,6,7033
720,1,1,1,537
720,0,1,3,392
720,1,1,5,524
725,1,1,10,2853
787,0,1,8,532
720,0,1,1,392
720,0,1,1,392
720,2,1,4,524
720,1,1,16,7033
720,1,1,2,392
720,0,1,4,392
899,0,1,1,531
720,1,1,4,1670
720,0,1,4,392
797,1,1,5,619
764,0,1,2,392
721,0,1,7,411
862,0,1,2,531
720,0,1,8,532
788,0,1,16,550
858,0,1,4,392
720,1,1,8,619
720,1,1,2,635
866,1,1,4,619
720,1,1,4,16
860,0,1,1,531
720,0,1,1,392
720,0,1,1,392
720,0,1,2,2
720,1,1,36,633
769,1,1,2,619
720,1,1,8,537
842,0,1,5,551
720,0,1,1,392
769,0,1,2,392
720,1,5,5,696
770,0,1,3,411
893,0,1,12,551
720,1,1,15,3
720,0,1,18,365
720,0,1,123,392
865,1,1,9,7032
725,1,1,6,27
766,1,1,2,37
720,0,1,4,551
720,0,2,3,696
720,1,1,5,16
799,0,1,2,392
791,0,2,1,696
720,0,1,1,392
826,0,2,3,713
720,0,1,33,392
720,0,1,15,696
720,1,1,22,525
773,0,1,19,553
720,1,1,4,633
763,0,1,1,525
720,2,1,46,545
806,1,1,3,15
720,1,2,2,545
720,1,1,2,545
815,1,2,2,382
779,1,1,17,545
794,1,1,2,545
720,1,1,2,545
720,1,1,15,545
720,1,1,31,1698
720,0,1,12,642
765,1,1,8,15
720,1,1,2,15
725,0,1,4,642
720,0,1,2,550
821,0,1,2,3
720,0,1,7,550
720,1,1,4,7093
720,0,1,25,410
725,0,1,4,410
780,1,2,4,7160
749,2,1,4,7503
720,0,1,2,410
844,0,1,29,410
774,1,1,2,618
762,2,1,86,643
740,0,1,8,78
720,1,1,8,138
609,0,1,2,410
720,1,1,6,15
1204,0,1,4,410
720,0,2,6,712
816,0,1,10,73
609,0,1,3,712
720,2,2,16,656
730,0,2,2,989
609,0,1,4,738
720,0,1,1,410
611,0,1,3,738
725,0,1,64,737
784,0,1,2,410
720,1,1,2,14
720,3,1,14,1148
720,0,1,11,410
720,0,1,1,410
720,0,1,1,550
720,0,2,4,14
720,0,1,2,694
788,0,1,2,738
758,1,1,6,25
783,1,1,5,7031
720,0,1,4,435
720,0,1,5,435
730,0,1,2,550
725,1,1,4,14
609,1,1,6,1816
720,0,1,3,620
720,0,1,2,435
720,0,1,48,435
815,0,1,3,550
720,0,1,3,694
720,0,1,3,620
730,0,1,2,550
790,1,1,56,1668
720,2,2,12,2748
721,0,1,4,411
661,0,1,9,550
748,0,1,4,551
720,1,2,5,411
720,0,1,22,411
720,0,1,2,411
725,0,1,2,411
725,0,1,12,411
721,0,1,2,1
720,0,1,8,411
730,1,1,8,569
819,0,1,4,551
848,0,1,8,620
720,0,1,2,551
725,0,1,4,434
810,0,1,6,620
720,1,2,2,656
720,4,2,8,610
720,0,1,1,551
918,0,1,3,551
785,0,1,6,694
783,0,1,2,551
807,0,1,2,411
720,0,1,2,551
761,0,1,2,411
720,0,1,2,551
755,1,1,4,411
852,0,1,3,551
813,1,1,52,655
720,0,1,2,411
771,2,2,28,399
720,1,1,6,1675
888,0,1,2,411
786,0,1,2,408
655,1,2,39,587
720,0,1,5,411
720,0,1,2,411
720,0,1,4,403
453,0,1,6,551
805,0,1,1,435
806,1,1,4,437
770,0,1,82,435
720,3,1,13,488
720,0,1,2,435
763,4,2,17,255
720,1,2,2,398
720,1,4,49,2373
720,0,1,2,408
720,1,1,21,705
871,0,1,6,662
725,0,2,14,737
812,0,1,3,551
720,0,2,4,432
767,1,2,79,706
720,0,1,6,455
720,0,1,1,447
725,0,1,4,447
819,0,1,8,455
720,0,1,2,447
838,1,1,45,707
720,0,1,13,675
838,1,2,6,5473
825,0,1,3,551
799,1,1,5,707
720,0,2,1,455
720,0,2,2,5
671,0,1,2,455
720,0,1,6,1
779,1,2,8,374
720,1,2,38,393
725,0,1,1,447
845,0,1,16,447
974,1,1,9,1
720,0,1,3,674
825,0,1,2,619
458,2,1,27,706
752,1,1,2,398
720,0,1,22,619
772,1,2,8,492
720,0,1,4,447
653,1,1,19,7029
1007,0,1,10,691
873,0,1,2,447
463,0,1,2,398
720,0,1,1,551
815,1,1,26,707
720,1,2,12,634
720,1,1,2,86
667,1,3,16,4920
807,1,1,7,707
725,1,1,3,707
607,1,1,55,1674
720,0,1,2,691
720,1,1,17,707
720,1,1,11,1696
773,0,1,11,678
720,1,1,48,6149
759,0,1,2,678
799,1,1,1,707
720,0,1,16,402
777,0,1,1,691
873,0,1,12,505
720,1,1,31,711
743,0,1,7,691
660,1,2,34,5520
541,3,1,23,6990
720,3,2,27,769
720,0,1,4,691
720,1,2,15,633
720,2,1,1,741
720,0,1,5,714
1044,0,1,27,711
748,0,1,2,711
783,0,1,4,691
939,0,1,5,691
720,0,1,1,691
825,0,1,15,713
607,1,1,58,1696
779,0,1,11,691
771,0,1,14,693
720,0,1,4,691
725,2,1,6,714
720,0,2,4,736
1069,0,1,23,714
720,0,1,27,714
720,1,3,28,1860
791,0,1,4,714
720,0,1,1,528
751,0,1,3,714
720,2,2,8,7069
720,0,1,12,415
720,0,1,22,714
838,0,1,3,691
720,1,1,10,1695
720,0,1,6,715
871,0,1,3,398
720,0,1,5,693
779,2,2,21,609
890,0,1,16,715
782,0,1,1,715
720,0,1,2,398
589,3,1,12,6990
720,0,1,2,470
720,0,1,3,448
720,0,1,4,715
779,0,2,9,658
720,0,1,32,715
720,0,1,12,4
720,0,1,9,715
986,0,1,48,715
736,0,1,2,528
782,0,1,1,715
720,0,1,8,715
720,0,2,4,735
720,0,1,4,448
720,1,2,2,715
720,0,1,23,715
720,0,1,29,715
27,0,1,16,716
720,0,1,6,713
867,0,1,10,716
720,0,1,4,454
720,0,1,8,716
720,0,1,6,757
720,0,1,3,716
1405,0,1,59,716
782,0,1,12,713
720,1,1,51,1695
884,1,1,9,547
720,1,1,9,721
720,0,1,2,723
943,1,1,10,728
720,0,1,2,713
715,2,1,18,6394
775,1,1,3,1696
720,0,1,12,716
720,0,1,98,728
782,0,1,16,448
720,0,1,11,407
720,6,2,18,759
672,1,2,18,7068
851,0,1,2,716
720,0,1,9,716
754,1,1,9,254
720,0,1,3,716
771,1,1,3,1859
720,1,1,16,1695
720,0,1,4,448
720,0,1,3,716
849,0,1,13,716
720,0,1,5,716
720,1,2,10,721
756,0,1,3,470
720,0,1,8,716
539,1,1,14,7101
720,0,1,2,453
756,1,1,3,1861
825,1,1,6,728
720,0,1,2,504
838,0,1,9,729
720,0,2,2,470
725,1,2,14,681
720,0,1,4,470
819,1,1,3,1811
941,0,1,6,448
792,1,1,4,1859
607,1,1,4,1695
677,1,2,6,7068
32,0,1,2,470
720,0,1,2,448
720,0,1,10,713
720,2,2,2,397
868,0,1,4,470
720,0,1,22,713
28,0,1,12,470
683,1,2,12,7068
844,0,1,8,1050
754,1,1,8,778
658,0,1,10,2484
826,0,1,4,737
747,0,1,3,470
720,0,1,4,470
720,0,1,2,692
720,0,1,2,470
674,1,2,20,7133
759,1,2,19,7521
725,1,1,10,7022
720,0,1,2,692
720,0,1,15,729
783,1,1,13,730
777,0,2,4,3
720,0,1,93,737
609,0,1,7,735
793,0,1,16,913
28,0,1,2,696
720,0,1,4,6441
812,0,1,6,696
679,1,1,28,7028
876,0,1,4,735
797,2,1,21,253
752,0,1,50,737
720,0,1,3,6567
780,0,1,3,757
720,0,1,46,757
708,1,2,53,7133
789,0,1,13,757
607,0,1,8,6230
720,0,1,9,696
609,0,1,16,726
618,0,1,8,986
821,0,1,1,697
786,0,1,3,756
740,1,2,30,7133
772,0,1,6,726
649,0,1,7,756
778,0,1,8,913
607,1,1,11,7027
652,0,1,3,6675
720,0,2,13,680
616,1,1,106,863
997,0,1,4,697
609,0,2,5,1463
607,0,1,14,6415
720,0,1,2,697
743,0,1,2,433
720,0,1,42,737
720,0,1,1,697
720,1,1,4,433
792,0,1,32,737
613,0,1,6,737
720,0,1,2,697
848,0,1,8,697
609,0,1,4,756
609,0,1,2,691
720,0,1,24,737
720,0,1,56,782
772,0,1,2,433
725,1,1,3,737
609,0,1,16,776
720,0,1,35,737
611,0,1,2,697
720,1,1,2,725
720,0,1,2,697
720,0,1,1,705
864,1,1,57,737
720,1,1,14,1694
779,0,1,22,737
775,0,1,24,737
874,0,1,28,150
724,0,1,2,724
720,0,1,2,724
910,1,1,22,7027
720,0,1,2,724
720,0,1,2,433
790,0,1,4,724
781,0,1,13,724
720,1,1,22,737
720,0,1,4,737
834,0,1,2,724
796,0,1,12,737
720,0,1,2,432
759,1,3,9,748
720,0,1,6,737
831,0,1,6,772
720,0,1,535,772
720,0,1,40,725
720,0,1,2,617
818,0,1,14,748
720,0,3,79,772
725,0,1,23,772
720,1,1,76,1694
720,0,1,71,772
842,0,1,2,432
720,0,1,2,433
876,0,2,2,748
751,1,1,1,252
862,0,1,16,748
997,0,2,9,680
1115,0,1,3,772
758,1,1,5,434
720,0,2,1,804
753,2,1,3,395
829,0,1,4,434
859,0,1,12,772
720,0,1,2,432
782,0,2,4,432
758,0,2,6,440
761,0,1,4,618
1244,0,1,15,3087
720,0,1,2,618
771,0,1,46,776
720,0,1,2,589
725,0,1,2,739
774,0,1,2,589
720,0,1,3,589
720,0,1,6,616
789,1,1,13,616
1012,0,1,4,803
720,0,1,5,616
2,1,2,14,7132
724,0,1,34,774
756,1,3,70,750
720,0,1,4,475
720,1,2,5,750
720,0,1,5,475
1122,0,1,13,503
755,0,2,9,895
720,1,2,6,390
720,1,2,25,415
754,0,1,43,690
786,0,1,2,515
770,0,1,12,515
720,0,1,4,803
923,0,1,24,796
724,0,1,34,774
808,0,1,17,615
867,0,1,35,797
874,0,1,2,475
780,0,1,2,690
720,0,1,1,475
776,0,1,8,774
607,0,1,1,690
720,0,1,14,502
720,0,1,7,755
771,3,3,31,803
720,0,1,2,796
720,1,1,8,739
862,0,1,22,796
859,4,1,10,7026
720,0,2,5,2
720,0,1,5,475
720,0,1,1,475
720,0,1,64,796
793,0,1,13,796
810,0,1,3,755
756,0,1,68,796
775,1,1,49,861
777,0,1,21,911
754,1,1,9,7026
720,0,1,10,803
720,0,3,3,589
808,0,1,2,755
818,1,1,10,6182
720,0,1,6,803
793,0,1,20,803
748,0,1,3,475
720,0,1,6,781
0,0,2,12,750
736,1,1,2,333
819,3,2,2,5469
778,0,1,2,809
788,1,2,67,5516
720,0,1,2,803
759,0,1,2,809
718,0,1,8,873
720,0,1,1,475
768,0,2,29,750
950,0,1,25,475
788,0,1,2,475
879,0,1,22,6157
720,0,1,2,477
756,0,1,37,809
851,0,1,28,477
868,0,1,50,842
811,0,1,6,809
720,0,1,3,477
720,0,1,4,477
609,0,1,84,809
801,0,1,4,477
813,1,1,39,117
770,0,1,24,4987
720,0,1,2,809
810,0,1,13,817
720,0,1,2,477
814,0,1,2,817
720,0,1,39,817
886,0,1,1,689
720,0,1,2,502
720,0,1,11,20
720,1,1,4,7019
720,0,1,2,20
807,1,1,24,5022
720,0,1,4,20
785,1,1,20,7025
780,2,1,8,7025
613,0,1,72,876
720,2,1,10,7020
720,0,1,2,501
802,1,2,4,678
720,1,1,1,893
567,0,1,1,19
720,0,1,3,780
810,1,2,9,678
720,0,1,2,496
720,0,1,1,496
720,0,1,1,496
842,0,1,48,876
720,0,1,43,893
720,1,1,8,893
720,0,3,2,595
720,1,1,60,7179
720,0,1,12,594
720,0,1,2,614
720,0,1,1,614
650,2,1,23,893
720,1,1,13,893
609,1,1,22,894
720,0,1,3,595
806,2,2,2,678
720,0,1,2,497
720,0,1,2,754
720,0,1,9,595
811,0,1,2,501
768,2,1,1468,1604
720,0,1,3,497
720,0,1,21,497
720,0,1,1,497
720,0,1,1,497
720,0,1,29,817
720,0,1,2,497
720,0,1,2,817
720,0,1,2,497
720,0,1,2,594
786,0,1,8,841
720,0,1,10,497
720,0,1,6,894
720,0,1,2,497
783,1,1,4,5021
720,2,1,63,944
720,0,1,1,497
720,0,1,8,669
720,0,1,16,779
673,1,4,8,7158
720,0,1,2,497
720,0,1,16,779
720,0,2,115,772
720,0,1,2,513
720,0,1,2,497
609,0,1,10,779
720,0,1,3,513
1055,0,1,7,513
720,0,1,6,513
720,0,1,1,618
720,0,1,2,497
720,0,1,15,497
835,1,1,16,7024
720,0,1,6,816
810,1,1,4,4899
720,1,1,61,7024
720,0,1,13,816
782,0,1,19,893
720,0,1,198,819
800,1,1,4,7024
720,0,1,2,619
853,0,1,33,797
720,0,1,5,779
817,0,1,6,779
720,0,1,34,619
817,2,1,2,7024
859,2,1,10,7024
817,1,1,2,5927
720,0,1,2,778
817,2,1,4,1830
720,0,1,7,778
849,1,1,24,547
871,0,1,63,6195
720,0,1,6,619
720,0,1,2,735
720,0,1,3,735
720,0,1,10,778
778,2,2,79,1139
720,0,1,10,866
872,4,1,13,7495
720,0,1,1,668
720,0,1,4,893
780,0,1,4,778
720,0,1,3,735
720,0,1,2,735
720,0,1,4,893
720,0,1,1,893
720,0,1,4,893
746,4,1,32,6076
725,0,1,21,877
720,0,2,13,749
692,0,1,12,615
792,1,1,4,893
1058,1,1,21,893
721,1,1,49,893
720,0,1,2,982
975,3,1,8,7177
823,2,1,2,971
720,0,1,5,738
720,0,1,2,738
720,0,1,1,738
837,0,1,20,778
720,0,1,15,778
813,1,1,3,7023
720,0,1,4,748
754,1,1,4,7023
720,0,1,2,893
720,3,1,5,380
720,0,1,36,748
720,0,1,4,738
910,1,1,8,7023
720,0,1,23,893
720,1,1,32,917
786,0,1,15,778
817,0,1,2,748
784,1,1,2,893
785,0,1,2,738
756,0,1,22,748
720,0,1,1,893
720,0,1,2,738
720,0,1,2,738
837,2,1,35,7177
805,1,1,2,771
774,1,1,2,1
720,0,1,32,908
852,1,1,29,7023
784,0,1,23,893
804,0,1,2,796
720,1,1,526,640
736,1,1,2,1
720,2,1,2,2
720,0,1,7,837
782,0,1,9,778
720,0,1,1,1
720,0,1,1,1
799,0,1,2,893
788,2,1,4,7176
720,1,1,2,1
720,0,1,3,738
765,0,1,2,748
817,0,1,14,920
835,0,1,5,837
720,1,1,3,1
720,0,1,1,1
720,1,1,2,2
720,1,1,2,1
909,5,1,4,4911
720,0,1,4,738
808,1,1,24,7022
720,1,1,1,1
720,0,1,2,738
720,0,1,7,818
720,0,1,2,738
720,0,1,14,920
720,0,1,2,751
835,0,1,104,937
720,0,1,8,778
810,0,1,4,777
858,1,1,2,751
720,0,1,17,937
720,0,1,1,823
720,1,1,5,2727
836,0,1,29,940
718,0,1,0,1170
720,0,1,14,829
520,0,1,2,781
720,0,1,2,829
721,0,1,6,907
720,2,1,286,971
859,1,1,8,7094
760,1,1,8,927
813,1,1,3,1689
820,3,1,4,7017
720,0,1,3,751
1013,2,1,17,7017
873,1,1,2,964
763,1,1,3,940
721,1,1,17,940
762,0,1,1,781
830,3,1,3,7094
800,3,1,30,7022
720,1,1,2,960
492,0,2,50,1852
720,0,1,1,781
720,1,1,9,961
853,3,1,8,7017
763,1,1,3,961
821,1,1,16,7022
611,0,1,2,922
805,0,1,4,971
804,1,1,9,7176
816,1,1,8,803
774,0,1,5,804
720,0,1,2,804
830,0,1,3,747
720,0,1,20,747
788,0,1,1,802
824,1,1,8,7094
886,0,1,1,971
839,0,1,31,972
818,0,1,4,805
720,0,1,3,770
807,1,1,59,7176
868,1,1,10,145
720,0,1,3,804
720,1,1,32,7017
802,1,1,2,531
611,0,1,14,804
720,0,2,19,815
776,0,2,2,540
829,0,1,9,971
824,12,2,63,1088
1111,0,1,35,805
830,0,1,2,804
807,0,1,5,805
724,1,1,2,805
887,0,1,2,805
807,0,1,2,993
720,0,1,3,776
783,0,1,4,829
755,0,1,1,805
720,0,1,6,829
451,2,4,75,914
720,0,1,20,992
611,0,1,2,805
720,1,1,2,1765
946,2,2,18,7126
1112,0,1,2,776
806,1,1,10,794
720,0,1,81,769
762,0,1,2,971
826,1,1,22,563
720,0,1,34,794
785,1,1,2,530
720,0,1,11,776
720,0,1,13,776
780,0,1,28,776
720,5,1,55,992
816,1,1,4,544
725,0,1,2,633
744,0,1,2,633
786,1,1,2,992
720,0,1,6,563
826,0,1,14,992
814,4,1,137,1011
725,0,1,9,979
720,0,1,1,8
720,0,1,3,1011
770,0,1,4,685
784,1,1,17,7021
720,0,1,24,769
725,0,1,2,993
720,0,1,14,769
720,0,1,28,992
720,0,1,6,828
795,0,1,24,807
854,0,1,4,1011
726,1,2,6,1804
720,0,1,3,925
801,0,1,206,993
720,0,1,17,769
793,1,1,6,7021
822,0,1,16,666
765,0,1,75,993
720,0,1,2,993
752,0,1,4,634
793,0,1,20,828
720,0,1,2,634
834,1,1,6,7021
797,0,1,13,855
720,1,1,22,7021
720,0,1,9,1010
725,0,1,14,828
761,1,1,124,7086
724,0,1,2,634
812,0,1,7,6321
720,1,1,4,562
720,0,1,1,636
796,0,1,2,636
792,0,1,1,636
688,0,1,16,869
720,1,1,1,633
720,1,1,4,7174
844,0,1,50,1036
720,0,1,17,828
818,0,1,4,638
794,0,1,48,1011
720,0,1,3,636
992,0,1,31,1012
720,1,1,16,7086
720,1,1,4,633
797,0,1,24,685
785,0,1,10,807
720,0,1,3,638
848,1,1,36,7086
775,0,1,1,807
720,1,1,2,562
789,0,1,2,636
720,0,1,3,638
725,1,3,10,768
774,0,1,8,637
720,0,1,2,638
882,0,1,12,1012
720,1,1,6,7086
821,0,1,1,1012
673,0,1,2,1012
846,1,1,28,7086
844,1,1,11,7086
523,1,3,38,768
1046,0,1,6,1012
806,0,1,1,684
831,0,1,10,1037
721,0,1,7,905
720,0,1,13,924
765,0,1,2,7
720,0,1,2,637
502,2,1,17,7179
720,0,1,3,638
720,0,1,2,637
720,1,1,5,638
770,0,1,10,638
720,0,1,1,638
720,0,1,2,637
720,0,1,2,684
781,0,1,1,807
720,0,1,2,637
789,0,1,3,1036
855,1,1,2,72
720,0,1,2,664
814,0,1,8,638
720,1,1,2,561
720,0,1,2,1036
720,1,2,12,854
814,0,1,3,1037
720,0,1,3,638
720,0,1,2,638
720,0,1,1,638
720,0,1,1,638
497,1,1,11,7173
720,0,1,2,807
863,0,1,5,684
720,0,1,6,664
780,0,1,2,807
611,0,1,30,1035
841,1,1,9,7086
720,0,1,8,793
720,1,1,18,86
720,0,1,2,684
720,0,1,17,1551
609,0,1,39,1037
842,0,1,2,638
720,0,1,11,1184
720,0,1,8,807
828,1,1,2,72
937,0,1,18,807
720,0,1,7,827
758,0,1,4,637
720,0,2,6,1438
720,0,1,5,827
720,0,1,2,637
720,0,1,2,1135
720,0,2,1,1455
759,0,1,2,637
826,1,1,2,255
797,1,1,97,7085
720,0,1,1,684
940,0,1,3,684
720,0,1,1,684
759,0,1,6,637
842,0,2,3,807
730,1,1,3,72
799,0,1,4,316
720,0,1,1,684
725,0,1,2,637
609,0,1,9,1200
768,0,1,2,684
731,1,1,2,315
870,0,1,8,807
720,3,1,5,6986
720,0,1,2,684
779,1,1,6,560
764,0,1,8,807
807,1,1,2,621
764,0,1,4,826
781,0,1,4,807
720,0,1,6,1607
774,0,1,6,637
720,1,1,7,1080
720,1,1,2,807
833,0,1,2,684
609,0,1,1,807
803,3,2,4,1085
720,0,1,17,826
720,0,1,1,807
806,1,1,9,1040
898,0,1,2,832
844,0,1,4,832
909,0,1,2,683
720,1,1,47,1079
813,0,1,4,8
720,0,1,6,683
720,0,1,290,847
790,1,1,4,1090
820,0,1,2,832
720,0,1,2,807
834,0,1,2,637
814,1,1,26,7172
720,0,1,12,832
839,0,1,4,637
781,1,1,4,1053
887,1,1,50,7172
779,2,1,2,944
733,3,1,62,1690
890,0,1,2,637
720,1,1,2,6
791,0,1,2,832
1264,0,1,8,847
720,2,1,4,7172
844,0,1,2,1166
804,0,1,2,832
799,0,1,2,637
721,0,1,1,5
733,0,1,100,1052
750,1,1,8,7172
733,2,1,41,1056
720,0,1,4,683
725,0,1,8,1052
720,0,1,2,5
725,0,1,2,685
812,0,1,5,1079
720,1,1,2,74
779,0,1,3,831
720,0,1,2,806
757,0,1,16,831
720,0,1,4,806
720,0,1,2,831
720,0,1,2,5
792,0,1,4,74
725,0,1,2,7
720,0,1,2,5
785,0,1,2,1108
515,1,1,7,7172
720,0,1,2,5
720,5,1,44,1108
720,0,1,6,1079
720,0,1,2,74
820,0,1,4,963
797,0,1,32,300
805,1,1,4,5032
1023,0,1,2,880
805,1,1,4,5032
767,0,1,5,846
720,1,1,54,7172
762,1,2,8,574
720,1,1,42,6140
805,1,1,6,7083
720,0,1,4,1079
612,0,1,4,12
863,0,1,6,846
720,0,1,2,831
771,0,1,34,1082
805,1,1,4,7083
831,1,1,11,1083
720,0,1,2,831
746,1,2,6,573
805,1,1,4,7083
725,0,1,11,897
720,1,1,32,1077
720,1,3,10,790
786,1,1,32,7171
788,0,1,13,846
720,1,1,1,846
720,0,1,1,4
755,2,1,4,1801
720,1,1,31,1079
720,0,1,19,846
720,0,1,16,1082
725,0,1,10,846
986,0,1,15,1082
725,0,1,2,896
898,0,1,37,896
720,0,1,1,300
787,2,1,25,1729
825,0,1,6,1082
720,0,1,13,846
720,0,1,1,300
720,1,1,6,7171
758,2,1,6,1729
609,2,1,64,243
720,0,1,11,300
720,0,2,2,4
720,4,1,48,7171
720,0,1,30,1082
879,1,1,42,262
720,0,1,4,896
720,1,2,4,7171
754,0,1,37,1083
